iso3,iso2,name,capital,continent,region,income_level,year,population,gdp,inflation,female_population,life_expectancy,poverty,fertility,hospital_beds_1000,physicians_1000,maternal_death_risk,suicides_100k,health_expenditure_share,infant_mortality_1000,renewables_share,co2_capita,greenhousegas_capita
GAB,GA,Gabon,Libreville,Africa,Sub-Saharan Africa ,Upper middle income,1997,1179806.0,17528018689.5139,0.946536838356195,594357.0,60.662,,4.657,,,,,,56.3,64.968152866242,4.71681784971428,17339.55515
CAN,CA,Canada,Ottawa,Americas,North America,High income,1980,24515667.0,,,12308181.0,75.1021951219512,,1.74,6.80000019073486,1.8,,,,10.3,,,
XKX,XK,Kosovo,Pristina,,Europe & Central Asia,Upper middle income,1989,1827000.0,,,889811.0,70.602,,3.64,,,,,,93.5,,,
BWA,BW,Botswana,Gaborone,Africa,Sub-Saharan Africa ,Upper middle income,1987,1220361.0,,12.6940698239433,631322.0,62.522,,5.06,,,,,,38.9,,,
IND,IN,India,New Delhi,Asia,South Asia,Lower middle income,2009,1223640160.0,4763056069775.47,7.04036543496747,590747758.0,66.513,32.9,2.673,0.44,,0.63192807185775,16.5,3.48537874,47.2,15.6600552489802,1.27887360284089,2457277.941
MCO,MC,Monaco,Monaco,Europe,Europe & Central Asia,High income,1998,32209.0,,0.900921055200584,16615.0,,,,,,,,,2.3,0.0,,
BEL,BE,Belgium,Brussels,Europe,Europe & Central Asia,High income,2009,10796493.0,407566630318.045,0.533179397971551,5506057.0,80.0341463414634,0.1,1.84,6.15,2.9078,0.0106311015249113,29.7,10.32117939,3.8,6.05638821459591,9.25341219597882,117422.2366
FRA,FR,France,Paris,Europe,Europe & Central Asia,High income,1991,58557577.0,1073887065804.18,2.54708482952901,30075115.0,76.8487804878049,,1.75,9.6000003815,3.1557,,,,7.1,13.2201978689672,6.50114501834664,521271.9651
KAZ,KZ,Kazakhstan,Astana,Asia,Europe & Central Asia,Upper middle income,1998,15071640.0,98316803274.1732,5.66284472304086,7877753.0,64.5,,1.8,8.1899995804,3.501,,,,40.9,12.4956760606369,9.01284531743062,176224.0781
BOL,BO,Bolivia,La Paz,Americas,Latin America & Caribbean ,Lower middle income,1996,7989367.0,23876799317.3531,11.5802068693934,3969573.0,60.084,,4.336,1.6699999571,,,,,67.2,45.4601605929586,1.04278599293286,28891.408
KGZ,KG,Kyrgyz Republic,Bishkek,Asia,Europe & Central Asia,Lower middle income,2007,5268400.0,14590482726.1897,14.8765522320224,2696138.0,67.8951219512195,8.8,2.7,5.06,2.358,0.259087846412864,20.7,6.93210649,31.3,85.8799730276467,1.22866524941159,11653.56625
ISL,IS,Iceland,Reykjavik,Europe,Europe & Central Asia,High income,2003,289521.0,9467594998.45843,0.491863235904162,144693.0,80.9634146341464,0.0,1.99,,3.6354,0.0096554082178724,19.2,9.72930241,2.7,99.9294117647059,7.68997758366405,3291.271978
SLB,SB,Solomon Islands,Honiara,Oceania,East Asia & Pacific,Lower middle income,2019,674993.0,1841309713.62558,1.24036003353558,329962.0,70.382,,4.104,,,0.564086183475754,27.0,4.46258593,17.1,,0.451560238402472,889.504888
JPN,JP,Japan,Tokyo,Asia,East Asia & Pacific,High income,2017,126972000.0,5262254961496.86,-0.0743495037290813,65206949.0,84.099756097561,,1.43,13.05,,0.0070500289294601,24.2,10.65627098,1.9,,9.06369120751032,1241560.823
SLB,SB,Solomon Islands,Honiara,Oceania,East Asia & Pacific,Lower middle income,2002,450760.0,614955074.282554,11.2791035553013,218316.0,67.515,,4.626,,,0.773066687395552,26.4,10.10495281,25.1,0.0,0.571479279439169,572.965541
IMN,IM,Isle of Man,Douglas,Europe,Europe & Central Asia,High income,2012,84338.0,,-3.68367430748211,42493.0,79.337,,1.885,,,,,,,1.48698884758364,,
NPL,NP,Nepal,Kathmandu,Asia,South Asia,Lower middle income,2018,28506712.0,108574144380.329,4.35585846515745,14952540.0,68.979,,2.104,,0.7486,0.479378218015809,16.1,4.52845383,25.5,,0.531081943087649,45363.09484
TUN,TN,Tunisia,Tunis,Africa,Middle East & North Africa,Lower middle income,2001,9995123.0,65067332558.7169,3.91357764557321,4987785.0,73.816,,1.997,1.73,0.793,0.12846570933972,4.9,4.86132765,23.4,0.684691011235955,2.19817204850806,31521.70108
MLI,ML,Mali,Bamako,Africa,Sub-Saharan Africa ,Low income,2001,11583824.0,14634971329.4996,4.67836208273651,5736653.0,51.284,57.2,6.852,,,4.7768544168275,5.5,4.51952457,99.0,38.9189189189189,0.103325119580546,20458.33824
PNG,PG,Papua New Guinea,Port Moresby,Oceania,East Asia & Pacific,Lower middle income,1984,3374465.0,,7.43829290818989,1583902.0,58.593,,5.514,4.99830007553101,,,,,69.3,,,
ABW,AW,Aruba,Oranjestad,Americas,Latin America & Caribbean ,High income,2013,102880.0,3799583106.75231,-1.9867549668874,53953.0,75.636,,2.117,,,,,,,14.9121861868333,,
PLW,PW,Palau,Koror,Oceania,East Asia & Pacific,Upper middle income,2013,17805.0,270527306.487309,7.75522486739983,8416.0,,,,,,,,12.17709541,19.5,0.0,12.4178601516428,245.184949
PAK,PK,Pakistan,Islamabad,Asia,South Asia,Lower middle income,1995,133117476.0,329451176483.415,13.0064844651564,64211200.0,59.878,,5.894,,0.563,,,,96.3,40.7430166616922,0.62153522201698,200605.0413
LBY,LY,Libya,Tripoli,Africa,Middle East & North Africa,Upper middle income,2008,6228370.0,192079817861.258,23.7093714962272,3063814.0,72.269,,2.599,3.7,1.8425,0.140589947751214,7.2,2.63571715,16.1,0.0,8.55374680694949,122299.6365
ROU,RO,Romania,Bucharest,Europe,Europe & Central Asia,High income,2018,19473970.0,575809982910.415,6.21227261174357,10044758.0,75.3585365853659,2.7,1.76,,,0.0198357628831264,17.5,5.56050777,6.1,,3.86106171468889,103464.5622
GUM,GU,Guam,Agana,Oceania,East Asia & Pacific,High income,2004,164004.0,,1.79534074166956,80760.0,76.923,,2.913,,,,,,,0.0,,
NRU,NR,Nauru,Yaren District,Oceania,East Asia & Pacific,High income,2014,10940.0,110395079.065024,1.88679245283019,5360.0,61.807,,3.857,,,,,7.94534922,28.2,0.398406374501992,4.62522851919561,55.753786
NZL,NZ,New Zealand,Wellington,Oceania,East Asia & Pacific,High income,1994,3620000.0,61890065209.9959,1.90698324997958,1836484.0,76.8829268292683,,1.98,6.6999998093,1.9816,,,,7.5,82.052164930705,6.69223756906077,72291.03527
BIH,BA,Bosnia and Herzegovina,Sarajevo,Europe,Europe & Central Asia,Upper middle income,1989,4481230.0,,,2259736.0,71.781,,1.821,4.49830007553101,,,,,17.4,,,
MRT,MR,Mauritania,Nouakchott,Africa,Sub-Saharan Africa ,Lower middle income,1996,2428816.0,7623505608.01878,1.85706349141468,1212922.0,60.063,,5.713,,,,,,68.1,8.0681598141096,0.437291256315835,7354.571366
SAU,SA,Saudi Arabia,Riyadh,Asia,Middle East & North Africa,High income,2001,22085929.0,830702281546.268,-1.64664365390318,9462097.0,72.974,,3.91,,0.6822,0.0856478329077478,5.1,4.46172953,17.7,0.0,11.5043474059887,348566.0693
STP,ST,Sao Tome and Principe,Sao Tome,Africa,Sub-Saharan Africa ,Lower middle income,1984,104497.0,,,52236.0,59.487,,6.158,,,,,,63.4,,,
THA,TH,Thailand,Bangkok,Asia,East Asia & Pacific,Upper middle income,2017,70898202.0,1205839343826.68,1.8999449899777,36304062.0,78.394,0.0,1.41,,0.8075,0.0397201177376642,14.1,3.85276842,8.4,,3.76789668093416,414733.0612
COG,CG,"Congo, Rep.",Brazzaville,Africa,Sub-Saharan Africa ,Lower middle income,2005,3672839.0,15814767038.2993,32.4987395105464,1848198.0,58.126,49.6,4.663,1.6,,2.34978070602123,12.6,1.71774101,56.8,81.986143187067,1.17435858201244,14503.60351
STP,ST,Sao Tome and Principe,Sao Tome,Africa,Sub-Saharan Africa ,Lower middle income,1997,137656.0,,,69124.0,61.181,,5.345,,,,,,63.1,30.0,0.345063055733132,64.006302
ISR,IL,Israel,,Asia,Middle East & North Africa,High income,2007,7180100.0,202300805666.636,0.859810868916242,3631329.0,80.5048780487805,0.5,2.9,3.35,3.6176,0.0113543817938869,8.4,6.87812519,4.1,0.0446162998215348,9.27534435453545,83624.97415
USA,US,United States,Washington D.C.,Americas,North America,High income,1985,237924000.0,,3.16244516118897,121730704.0,74.5634146341464,0.5,1.844,5.5,,,,,10.6,,,
MNE,ME,Montenegro,Podgorica,Europe,Europe & Central Asia,Upper middle income,1989,606571.0,,,308735.0,75.5379024390244,,1.95,,,,,,15.8,,,
ZMB,ZM,Zambia,Lusaka,Africa,Sub-Saharan Africa ,Lower middle income,2010,13792086.0,43256433747.6653,13.9509131934519,7026189.0,56.799,64.4,5.363,2.0,0.0614,1.54040756923213,15.0,3.71929598,51.3,99.8755742725881,0.192639460049771,29281.10911
KNA,KN,St. Kitts and Nevis,Basseterre,Americas,Latin America & Caribbean ,High income,1991,40542.0,368467981.116463,3.43921877652862,20633.0,66.15,,2.622,,0.6931,,,,24.8,0.0,2.84396428395244,189.913562
GRC,GR,Greece,Athens,Europe,Europe & Central Asia,High income,1993,10460415.0,150105463992.356,14.4287478803401,5271466.0,77.390243902439,,1.32,5.0,3.8083,,,,8.0,6.10955240317802,7.46537302774316,97796.47343
ETH,ET,Ethiopia,Addis Ababa,Africa,Sub-Saharan Africa ,Low income,1999,65077579.0,29446594243.9228,2.22272296463859,32472079.0,49.425,58.0,6.646,,0.02,,,,90.3,98.8442822384428,0.0488125103731963,75094.53771
LIE,LI,Liechtenstein,Vaduz,Europe,Europe & Central Asia,High income,2010,35926.0,,,18162.0,81.8414634146342,,1.4,,,,,,,94.5569620253165,5.31176415409453,204.193604
SLB,SB,Solomon Islands,Honiara,Oceania,East Asia & Pacific,Lower middle income,2020,691191.0,1802267971.39515,-1.32594948367304,337950.0,70.199,,4.038,,,0.500550515801915,,4.43218184,16.6,,0.323065549175264,835.240357
EGY,EG,"Egypt, Arab Rep.",Cairo,Africa,Middle East & North Africa,Lower middle income,1997,66993728.0,318938574170.032,9.87627743094619,33110772.0,67.197,,3.654,2.0999999046,1.6,,,,44.0,20.5158485657561,1.58309745055537,173535.0418
KAZ,KZ,Kazakhstan,Astana,Asia,Europe & Central Asia,Upper middle income,1980,14172710.0,,,7337393.0,66.6243902439025,,2.9,13.0934000015259,,,,,58.1,,,
BLR,BY,Belarus,Minsk,Europe,Europe & Central Asia,Upper middle income,1983,9843000.0,,,5265001.0,69.7948536585366,,2.11,,,,,,15.2,,,
LBR,LR,Liberia,Monrovia,Africa,Sub-Saharan Africa ,Low income,2008,3783887.0,3495548653.11892,17.3263455514491,1914531.0,58.772,,5.328,,0.0141,3.54498342385846,5.5,9.0185957,77.2,0.0,0.142752677339466,1097.349398
MHL,MH,Marshall Islands,Majuro,Oceania,East Asia & Pacific,Upper middle income,2019,44728.0,263298869.699076,-4.52961728218419,21855.0,64.746,0.9,2.824,,,,,14.82552052,26.3,,3.40502593453765,204.553892
PAK,PK,Pakistan,Islamabad,Asia,South Asia,Lower middle income,1985,97121552.0,,4.53494278712631,46536484.0,59.363,,6.585,,,,,,116.2,,,
AFG,AF,Afghanistan,Kabul,Asia,South Asia,Low income,2004,23553551.0,22889600503.965,11.2714320712639,11690825.0,57.944,,7.069,0.39,,8.01181076888072,5.4,9.80847359,80.1,70.8908406524467,0.0548667587320485,15572.01238
CHN,CN,China,Beijing,Asia,East Asia & Pacific,Upper middle income,2020,1411100000.0,24284244952353.1,0.492493696910714,690171848.0,78.077,0.1,1.281,,,0.031976324061071,,5.59359694,5.5,,7.75613790659769,12942868.34
CYP,CY,Cyprus,Nicosia,Asia,Europe & Central Asia,High income,2021,1244188.0,39980315740.0497,2.87114487078119,621034.0,81.203,,1.321,,,,,,2.3,,,
ECU,EC,Ecuador,Quito,Americas,Latin America & Caribbean ,Upper middle income,1998,12199693.0,74055798174.8483,-3.7826792354184,6088961.0,72.045,,3.228,,1.313,,,,27.6,59.742883379247,2.00577998151265,52480.16543
KGZ,KG,Kyrgyz Republic,Bishkek,Asia,Europe & Central Asia,Lower middle income,1997,4696400.0,7790165527.0974,19.3095484138958,2412286.0,66.8926829268293,,2.6,8.6000003815,3.0503,,,,49.0,76.5418270913546,1.20933055106039,10679.68318
AZE,AZ,Azerbaijan,Baku,Asia,Europe & Central Asia,Upper middle income,1996,7763000.0,18372211992.4865,26.4191629382316,4024032.0,62.622,,2.06,9.8100004196,3.7171,,,,73.6,9.0009949084099,3.50293700888832,36089.3664
SRB,RS,Serbia,Belgrade,Europe,Europe & Central Asia,Upper middle income,2020,6899126.0,134930183602.999,2.44841613321584,3591804.0,74.4780487804878,1.6,1.48,,,0.0141803224518909,,8.73161697,4.8,,6.71451717217514,62883.94612
DOM,DO,Dominican Republic,Santo Domingo,Americas,Latin America & Caribbean ,Upper middle income,1989,6980033.0,,23.6088104242026,3501660.0,66.546,17.5,3.475,,,,,,47.7,,,
LUX,LU,Luxembourg,Luxembourg,Europe,Europe & Central Asia,High income,2018,607950.0,70825270419.595,2.11133910459871,302297.0,82.2951219512195,0.3,1.38,4.51,,0.0092388838188025,14.5,5.25880098,2.3,,15.331523974011,10311.59007
DJI,DJ,Djibouti,Djibouti,Africa,Middle East & North Africa,Lower middle income,1993,611231.0,,,307887.0,55.774,,5.663,,,,,,87.6,0.0,0.500301849873452,972.855364
SYR,SY,Syrian Arab Republic,Damascus,Asia,Middle East & North Africa,Low income,1989,12034097.0,,30.0238812367079,5928722.0,69.76,,5.628,,0.863,,,,31.1,,,
MDA,MD,Moldova,Chisinau,Europe,Europe & Central Asia,Upper middle income,2018,2707203.0,33663117639.0224,3.21103213223728,1419884.0,70.492,0.0,1.809,,,0.0301380985754905,26.0,6.58753395,12.9,,3.16042055213444,13307.76689
NER,NE,Niger,Niamey,Africa,Sub-Saharan Africa ,Low income,1999,11231469.0,8705873816.81499,0.37974663716507,5578322.0,48.738,,7.752,,,,,,101.4,0.0,0.0580983662956288,18528.33762
GRC,GR,Greece,Athens,Europe,Europe & Central Asia,High income,1988,10036983.0,,16.6798706991873,5085106.0,76.980756097561,,1.5,5.19999980926514,,,,,10.4,,,
GRD,GD,Grenada,Saint George's,Americas,Latin America & Caribbean ,Upper middle income,1985,100576.0,,8.74808514172901,51197.0,69.58,,3.54,,,,,,22.6,,,
YEM,YE,"Yemen, Rep.",Sana'a,Asia,Middle East & North Africa,Low income,1980,9204938.0,,,4620502.0,50.654,,8.71,,,,,,140.3,,,
MNE,ME,Montenegro,Podgorica,Europe,Europe & Central Asia,Upper middle income,2017,622373.0,12249728459.9081,3.82494607129446,318854.0,76.4853658536585,3.3,1.78,3.86,2.6434,0.0094877462371456,31.8,7.98255396,2.8,,3.64251019886788,3525.503759
CMR,CM,Cameroon,Yaounde,Africa,Sub-Saharan Africa ,Lower middle income,1981,8829048.0,,8.80019382633151,4483675.0,51.517,,6.636,,,,,,105.0,,,
CZE,CZ,Czechia,Prague,Europe,Europe & Central Asia,High income,1998,10294373.0,154189840285.24,9.80796368629828,5285676.0,74.5146341463415,,1.16,,3.0215,,,,5.2,3.06851943550384,11.6342491184262,142218.8098
ARM,AM,Armenia,Yerevan,Asia,Europe & Central Asia,Upper middle income,1999,3206030.0,7526162157.25132,0.0538040809325366,1689409.0,70.257,11.9,1.709,6.1999998093,0.6928,,,,28.3,20.9900297358755,0.967863681874468,5607.687095
ASM,AS,American Samoa,Pago Pago,Oceania,East Asia & Pacific,High income,1987,42842.0,,,20868.0,,,,,,,,,,,,
COD,CD,"Congo, Dem. Rep.",Kinshasa,Africa,Sub-Saharan Africa ,Low income,2001,50106657.0,21058433800.7054,73.059711361527,25333610.0,52.116,,6.7,,,4.22288063051334,12.2,2.70775485,104.8,99.9161355249916,0.0312421561071217,36249.50767
ATG,AG,Antigua and Barbuda,Saint John's,Americas,Latin America & Caribbean ,High income,1990,63328.0,724220082.807398,1.65047989818146,32834.0,73.492,,2.249,6.5999999046,0.76,,,,11.1,0.0,3.4455533097524,358.408496
NZL,NZ,New Zealand,Wellington,Oceania,East Asia & Pacific,High income,1980,3112900.0,,14.904315636653,1564961.0,72.8292682926829,,2.03,10.1999998092651,1.6,,,,12.8,,,
JPN,JP,Japan,Tokyo,Asia,East Asia & Pacific,High income,1991,123964000.0,2585557825827.43,2.82259651713881,62995976.0,79.0368292682927,,1.53,,,,,,4.5,11.8567348664881,8.90549917718047,1197301.917
VEN,VE,"Venezuela, RB",Caracas,Americas,Latin America & Caribbean ,Not classified,1993,21172100.0,237844159702.663,31.6458241526824,10556087.0,71.925,,3.218,2.5999999046,,,,,22.9,68.429852123029,5.07214211155247,316608.1585
TUN,TN,Tunisia,Tunis,Africa,Middle East & North Africa,Lower middle income,1983,7091270.0,,12.7007164005817,3516225.0,66.137,,4.786,,,,,,59.0,,,
URY,UY,Uruguay,Montevideo,Americas,Latin America & Caribbean ,High income,2022,3422794.0,98720175602.8539,4.4130715526928,1764421.0,,,,,,,,,,,,
KNA,KN,St. Kitts and Nevis,Basseterre,Americas,Latin America & Caribbean ,High income,2008,47156.0,1127140161.1217,1.481620896156,23904.0,71.374,,1.833,5.5,,,,5.30566025,14.9,0.0,4.69293409110187,318.734793
PYF,PF,French Polynesia,Papeete,Oceania,East Asia & Pacific,High income,2016,293541.0,,1.12947790218716,144350.0,82.488,,1.852,,,,,,,,,
ARG,AR,Argentina,Buenos Aires,Americas,Latin America & Caribbean ,Upper middle income,1987,31216453.0,,127.539918059086,15862727.0,70.564,1.2,3.059,,,,,,25.7,,,
TON,TO,Tonga,Nuku'alofa,Oceania,East Asia & Pacific,Upper middle income,1984,97022.0,,6.51438333524841,47829.0,66.482,,5.266,,,,,,22.2,,,
ESP,ES,Spain,Madrid,Europe,Europe & Central Asia,High income,1986,38584624.0,,10.8788168280312,19660975.0,76.5104878048781,,1.56,4.80000019073486,,,,,8.8,,,
FIN,FI,Finland,Helsinki,Europe,Europe & Central Asia,High income,1988,4946481.0,,7.683148334733,2549375.0,74.5770731707317,,1.69,,,,,,5.8,,,
IRN,IR,"Iran, Islamic Rep.",Tehran,Asia,Middle East & North Africa,Lower middle income,2020,87290193.0,1330370009160.75,44.2649836337424,43155308.0,74.832,,1.708,,,0.0379714625129127,,5.33579969,11.2,,7.06335132057733,844649.4679
KOR,KR,"Korea, Rep.",Seoul,Asia,East Asia & Pacific,High income,2002,47644736.0,1019446685620.94,3.03313964628073,23737995.0,76.7658536585366,,1.178,4.83,1.4776,0.0229803572792316,25.9,4.16491032,5.8,1.04122448484554,9.67578244110745,519073.4658
HUN,HU,Hungary,Budapest,Europe,Europe & Central Asia,High income,2002,10158608.0,147567884018.729,8.09150583095244,5330345.0,72.3487804878049,,1.3,7.91,3.1918,0.0189410638513872,46.4,7.1210165,7.6,0.655474735182676,5.47318097125118,71855.04171
IND,IN,India,New Delhi,Asia,South Asia,Lower middle income,1999,1040500054.0,2082700396480.41,3.06839552078171,502255693.0,62.207,,3.383,,,,,,68.9,15.2580757461935,0.866242338513132,1680581.157
MNE,ME,Montenegro,Podgorica,Europe,Europe & Central Asia,Upper middle income,1984,600884.0,,,306110.0,72.7682682926829,,2.095,,,,,,24.9,,,
ABW,AW,Aruba,Oranjestad,Americas,Latin America & Caribbean ,High income,1989,64596.0,,3.96254301219474,32892.0,73.023,,2.272,,,,,,,,,
MNP,MP,Northern Mariana Islands,Saipan,Oceania,East Asia & Pacific,High income,2016,51133.0,,4.60693153000844,23933.0,,,,,,,,,,,,
CHN,CN,China,Beijing,Asia,East Asia & Pacific,Upper middle income,2022,1412175000.0,30327320296268.4,2.24726068377406,691528501.0,,,,,,,,,,,,
MMR,MM,Myanmar,Naypyidaw,Asia,East Asia & Pacific,Lower middle income,2006,48088274.0,92532827234.7119,20.3674885466579,24084184.0,61.893,,2.504,0.6,0.4158,0.886407557411504,6.2,2.25168681,55.6,53.9422452952628,0.2091549386863,85213.25854
OMN,OM,Oman,Muscat,Asia,Middle East & North Africa,High income,2015,4191776.0,152786414346.647,-19.1464725188166,1477375.0,77.687,,2.959,1.56,2.0889,0.0524235353174513,7.1,4.65752935,9.6,0.0,16.7307842785492,91493.13854
GTM,GT,Guatemala,Guatemala City,Americas,Latin America & Caribbean ,Upper middle income,1998,11046215.0,49422370159.5035,9.50243518490798,5552808.0,66.114,14.0,4.8,,,,,,44.0,55.7226211849192,0.751868400171461,16845.85769
PRI,PR,Puerto Rico,San Juan,Americas,Latin America & Caribbean ,High income,2022,3221789.0,130474647576.048,3.17513707082111,1702091.0,,,,,,,,,,,,
HKG,HK,"Hong Kong SAR, China",,Asia,East Asia & Pacific,High income,2006,6857100.0,286224680485.22,-0.534823726639019,3574074.0,82.3756097560976,,0.984,,,,,,,0.0025895331071807,,
IRL,IE,Ireland,Dublin,Europe,Europe & Central Asia,High income,2008,4489544.0,198299092484.809,-0.504525802138019,2249608.0,80.0951219512195,0.2,2.06,4.85,4.0144,0.0158236941382987,18.6,9.12564754,3.8,11.9967901564799,10.2262724232127,71564.12425
MUS,MU,Mauritius,Port Louis,Africa,Sub-Saharan Africa ,Upper middle income,1983,1001691.0,,8.43670348218106,497609.0,67.2856341463415,,2.394,,,,,,25.3,,,
BIH,BA,Bosnia and Herzegovina,Sarajevo,Europe,Europe & Central Asia,Upper middle income,2018,3400129.0,50326203572.6602,2.79162490401892,1729892.0,77.093,,1.384,,,0.0077386965753793,17.3,8.89146042,5.2,,6.65145351838121,27771.20464
HTI,HT,Haiti,Port-au-Prince,Americas,Latin America & Caribbean ,Lower middle income,2008,9575247.0,25959715178.3174,12.6749391783697,4819071.0,61.332,,3.567,,,1.4022431003313,10.6,3.75722051,61.3,37.2427983539095,0.211931869747068,8328.645478
NGA,NG,Nigeria,Abuja,Africa,Sub-Saharan Africa ,Lower middle income,2018,198387623.0,1034023841279.9,10.2284850900326,98222504.0,52.554,30.9,5.447,,0.3806,6.01598589861461,5.1,3.09069347,75.5,,0.572783212388204,320860.8254
MLT,MT,Malta,Valletta,Europe,Middle East & North Africa,High income,1994,374797.0,4253830786.39052,3.56174406945019,189169.0,76.4998536585366,,1.84,5.6210999489,,,,,8.7,0.0,6.68895428725417,2760.399737
BHR,BH,Bahrain,Manama,Asia,Middle East & North Africa,High income,2004,833451.0,36677438753.2954,10.991084622511,334293.0,76.56,,2.71,2.81,0.9677,0.0603789967146343,14.6,3.49817729,9.4,0.0,21.5097228271368,28963.98535
IMN,IM,Isle of Man,Douglas,Europe,Europe & Central Asia,High income,2016,83450.0,,2.23678714499161,42110.0,80.314,,1.691,,,,,,,,,
CHL,CL,Chile,Santiago,Americas,Latin America & Caribbean ,High income,2008,16661462.0,275754675658.211,0.311132498734963,8392523.0,78.484,,1.85,2.28,1.0389,0.0444539255334519,19.9,6.74047947,7.6,45.7490285408013,4.0807703429627,89031.66989
DOM,DO,Dominican Republic,Santo Domingo,Americas,Latin America & Caribbean ,Upper middle income,2015,10405832.0,151560391082.114,2.47188597709767,5160958.0,72.953,2.5,2.43,1.58,,0.271683277873886,10.4,4.72216797,28.9,11.6324429755648,2.26704601804065,36494.27567
